station_id,station_name,page_url,notes,enabled
pulbic-radio-for-the-front-range,Pulbic Radio for the Front Range,https://cinradio.org/reports-and-filings/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Pulbic Radio for the Front Range audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=4",0
grand-valley-public-radio-company-inc,"Grand Valley Public Radio Company, Inc.",https://kafmradio.org/financial-reports,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Grand Valley Public Radio Company, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=10",0
town-of-monroe-connecticut,"Town of Monroe, Connecticut",https://monroect.gov/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Town of Monroe, Connecticut audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15",0
tri-state-public-communications-inc,"Tri-State Public Communications, Inc.",https://robinhoodradio.com/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Tri-State Public Communications, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
delaware-first-media-corporation,Delaware First Media Corporation,https://www.delawarepublic.org/about-us,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Delaware First Media Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, article, or weak-match URL | AUTO_DISCOVERY_CANDIDATE score=10",0
bascomb-memorial-broadcasting-foundation-inc,"Bascomb Memorial Broadcasting Foundation, Inc.",https://wdna.org/wp-content/uploads/2024/10/Final-Audit-BMBF-FS-12.31.2023.pdf,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Bascomb Memorial Broadcasting Foundation, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=10 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8 | VERIFIED_MANUAL: WDNA/Bascomb Memorial audited financial statements PDF",1
community-communications-inc,"Community Communications, Inc.",https://www.cfpublic.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Community Communications, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=10 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
nathan-b-stubblefield-foundation,Nathan B. Stubblefield Foundation,https://www.wmnf.org/about-wmnf/public-reports/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Nathan B. Stubblefield Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
guam-educational-radio-foundation,Guam Educational Radio Foundation,https://www.islapublic.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Guam Educational Radio Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
hawaii-public-radio,Hawaii Public Radio,https://www.hawaiipublicradio.org/public-files,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Hawaii Public Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12,0
kekahu-foundation-inc,"Kekahu Foundation, Inc.",https://www.kkcr.org/onair/about/fcc-irs-cpb/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Kekahu Foundation, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | VERIFIED_MANUAL: KKCR FCC/IRS/CPB page with audited financial statements and 990 links",1
iowa-public-radio-inc,"Iowa Public Radio, Inc.",https://www.iowapbs.org/about/communityreports/licenses,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Iowa Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13",0
nez-perce-tribe,Nez Perce Tribe,https://nezperce.org/government/finance/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Nez Perce Tribe audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12 | AUTO_DISCOVERY_REJECTED: non-station, article, or weak-match URL | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=10",0
chicago-public-media-inc,"Chicago Public Media, Inc.",https://www.wbez.org/about/staff,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Chicago Public Media, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
quad-cities-community-broadcasting-group,Quad Cities Community Broadcasting Group,https://www.wgvv.org/public_file.html,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Quad Cities Community Broadcasting Group audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | VERIFIED_MANUAL: WGVV public file page includes station governance and financial report links",1
elkhart-community-schools-corp,Elkhart Community Schools Corp.,https://www.wvpe.org/public-inspection-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Elkhart Community Schools Corp. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, article, or weak-match URL | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=4 | UNVERIFIED_GUESS: likely station site; confirm financial/public-files page before enabling",1
northeast-indiana-public-radio-inc,"Northeast Indiana Public Radio, Inc.",https://www.wboi.org/about-us,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Northeast Indiana Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station or aggregator domain | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
bloomington-community-radio-inc,"Bloomington Community Radio, Inc.",https://www.wglt.org/transparency-and-public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Bloomington Community Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=10",0
the-kanza-society-inc,"The Kanza Society, Inc.",https://www.hppr.org/about-us,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: The Kanza Society, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
kentucky-public-radio-inc,"Kentucky Public Radio, Inc.",https://www.kentuckypublicmedia.org/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Kentucky Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
appalshop-inc,Appalshop Inc.,https://appalshop.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Appalshop Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=7 | UNVERIFIED_GUESS: likely station site; confirm financial/public-files page before enabling",0
public-radio-inc,"Public Radio, Inc.",https://www.wrkf.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8 | UNVERIFIED_GUESS: likely station site; confirm financial/public-files page before enabling",1
the-friends-of-wwoz-inc,"The Friends of WWOZ, Inc.",https://test.wwoz.org/about/contributors,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: The Friends of WWOZ, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
wicn-public-radio-inc,"WICN Public Radio, Inc.",https://wicn.org/about-wicn/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: WICN Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11",0
lower-cape-communications-inc,"Lower Cape Communications, Inc.",https://womr.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Lower Cape Communications, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11 | UNVERIFIED_GUESS: likely station site; confirm financial/public-files page before enabling",0
friends-of-mvyradio-inc,"Friends of mvyradio, Inc.",http://www.mvyradio.com/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Friends of mvyradio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=14 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
wypr-license-holding-llc,WYPR License Holding LLC,https://www.wypr.org/about-wypr,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: WYPR License Holding LLC audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=10 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
salt-pond-community-broadcasting-co,Salt Pond Community Broadcasting Co.,https://weru.org/about/fcc-irs-cpb/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Salt Pond Community Broadcasting Co. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8 | UNVERIFIED_GUESS: likely station site; confirm financial/public-files page before enabling",1
interlochen-center-for-the-arts,Interlochen Center for the Arts,https://www.interlochenpublicradio.org/about-our-journalism,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Interlochen Center for the Arts audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_CANDIDATE score=10",0
blue-lake-fine-arts-camp,Blue Lake Fine Arts Camp,https://www.bluelakeradio.org/public-file,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Blue Lake Fine Arts Camp audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",1
detroit-classical-and-jazz-educational-radio-llc,Detroit Classical and Jazz Educational Radio LLC,https://www.wrcjfm.org/features/2024-detroit-jazz-festival-photos/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Detroit Classical and Jazz Educational Radio LLC audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
west-michigan-community-help-network,West Michigan Community Help Network,https://wuvs.org/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: West Michigan Community Help Network audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=6 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
minnesota-public-radio,Minnesota Public Radio,https://www.mpr.org/public/fcc,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Minnesota Public Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=8 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",1
northern-community-radio-inc,"Northern Community Radio, Inc.",https://www.kaxe.org/about-us,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Northern Community Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
fresh-air-incorporated,Fresh Air Incorporated,https://whyy.org/about/fcc-public-files/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Fresh Air Incorporated audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13,0
cook-county-community-radio-corporation,Cook County Community Radio Corporation,https://wtip.org/about-us/community-advisory-board/,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Cook County Community Radio Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11,0
center-for-communication-and-development,Center for Communication and Development,https://kmojfm.com/wp/financial-audits-2/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Center for Communication and Development audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=9 | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",1
white-earth-land-recovery-project,White Earth Land Recovery Project,https://www.welrp.org/reports-publications/our-annual-reports/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: White Earth Land Recovery Project audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
bois-forte-tribal-council,Bois Forte Tribal Council,https://kbft.org/about/compliance/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Bois Forte Tribal Council audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11",0
leech-lake-band-of-ojibwe,Leech Lake Band of Ojibwe,https://llojibwe.org/aboutUs/demographics.html,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Leech Lake Band of Ojibwe audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11",0
new-wave-corporation,New Wave Corporation,https://www.kopn.org/about/public-documents/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: New Wave Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=10 | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",1
mid-coast-radio-project-inc,"Mid-Coast Radio Project, Inc.",https://www.wamc.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Mid-Coast Radio Project, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=8",0
double-helix-corporation,Double Helix Corporation,https://kdhx.org/about/public-files,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Double Helix Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13,0
western-north-carolina-public-radio-inc,"Western North Carolina Public Radio, Inc.",https://www.bpr.org/about-us/sponsorship-language-guidelines,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Western North Carolina Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9",0
wunc-public-radio-llc,"WUNC Public Radio, LLC",https://www.wunc.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: WUNC Public Radio, LLC audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=10",0
friends-of-public-radio-inc,"Friends of Public Radio, Inc.",https://weta.org/about/reports,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Friends of Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11",0
keya-inc,"KEYA, Inc.",https://keyaradio.com/home/about-us/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: KEYA, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
fort-berthold-communication-enterprise,Fort Berthold Communication Enterprise,https://kmharadio.fm/public-file-documents-2024/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Fort Berthold Communication Enterprise audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=8 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",1
dakota-circle-tipi-inc,"Dakota Circle Tipi, Inc.",https://www.kabufm.com/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Dakota Circle Tipi, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=8 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",0
sunrise-communications-inc,"Sunrise Communications, Inc.",https://kzum.org/about-the-news/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Sunrise Communications, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9",0
new-hampshire-public-radio-incorporated,"New Hampshire Public Radio, Incorporated",https://www.nhpr.org/financial-employment-activity-information,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: New Hampshire Public Radio, Incorporated audited financial statements public documents | UNVERIFIED_GUESS: likely financial/audit page URL; confirm before enabling | VERIFIED_ALIAS: NHPR legal entity mapped to annual reports/financials page | URL_UPDATED_2026-03-09_PASS2",1
newark-public-radio-inc,"Newark Public Radio, Inc.",https://www.wbgo.org/reports-public-file,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Newark Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=10",0
auricle-communications,Auricle Communications,https://freeform.wfmu.org/about/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Auricle Communications audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
jicarilla-apache-tribe,Jicarilla Apache Tribe,https://www.jicarilla-nsn.gov/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Jicarilla Apache Tribe audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=11 | UNVERIFIED_GUESS: mapped from CPB call sign to likely station/owner site; verify financial/public-files page before enabling",0
ramah-navajo-school-board-inc,"Ramah Navajo School Board, Inc.",https://ktdbfm.com/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Ramah Navajo School Board, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=14 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=10 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
zuni-communications-authority,Zuni Communications Authority,https://www.kshifm.com/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Zuni Communications Authority audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
gallup-public-radio,Gallup Public Radio,https://kglp.org/fcc-and-cpb-reports,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Gallup Public Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
the-american-general-media-foundation,The American General Media Foundation,https://khfm.org/cpb-compliance/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: The American General Media Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=9 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
nevada-public-radio,Nevada Public Radio,https://knpr.org/public-files,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Nevada Public Radio audited financial statements public documents | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling,1
wamc,WAMC,https://www.wamc.org/about,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: WAMC audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=10,0
radio-catskill-inc,"Radio Catskill, Inc.",https://wjffradio.org/about/reports,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Radio Catskill, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11",0
cincinnati-public-radio-inc,"Cincinnati Public Radio, Inc.",https://cinradio.org/about/reports,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Cincinnati Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
dayton-public-radio-inc,"Dayton Public Radio, Inc.",https://alaskapublic.org/about/public-documents,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Dayton Public Radio, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11",0
miami-valley-public-media-inc,"Miami Valley Public Media, Inc.",https://www.wyso.org/about-wyso,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Miami Valley Public Media, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=8",0
maple-knoll-communities-inc,"Maple Knoll Communities, Inc.",https://www.wmkvfm.org/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Maple Knoll Communities, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",0
tillicum-foundation,Tillicum Foundation,https://kmun.org/cpb-community-service-grant-csg-compliance/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Tillicum Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=9",0
the-kboo-foundation,The KBOO Foundation,https://kboo.com/annual-reports,UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: The KBOO Foundation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=14,0
all-classical-public-media-inc,"All Classical Public Media, Inc.",https://www.allclassical.org/about/public-files,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: All Classical Public Media, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=15",0
confederated-tribes-of-warm-springs,Confederated Tribes of Warm Springs,https://kwso.org/about-kwso/policycompliance/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Confederated Tribes of Warm Springs audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
confederated-tribes-of-the-umatilla-indian-reserva,Confederated Tribes of the Umatilla Indian Reservation,https://ctuir.org/services/indian-lake-reservations/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Confederated Tribes of the Umatilla Indian Reservation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=11 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
lehigh-valley-community-broadcasters-association,Lehigh Valley Community Broadcasters Association,https://www.lehighvalleypublicmedia.org/about-us/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Lehigh Valley Community Broadcasters Association audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
spanish-american-civic-association-for-equality-in,"Spanish American Civic Association for Equality, Inc.",https://wlchradio.org/public-documents/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Spanish American Civic Association for Equality, Inc. audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=9 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL | AUTO_DISCOVERY_CANDIDATE score=13 | UNVERIFIED_GUESS: mapped from CPB call sign or org identity to likely official site; verify financial/public-files page before enabling",1
pittsburgh-community-broadcasting-corporation,Pittsburgh Community Broadcasting Corporation,https://pittsburghcommunitybroadcasting.org/about,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Pittsburgh Community Broadcasting Corporation audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=12 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
rhode-island-public-radio,Rhode Island Public Radio,https://thepublicsradio.org/faqs-about-the-publics-radio-and-rhode-island-pbs-merger/,"UNRESOLVED: candidate from 990 watchlist; page_url to be added after verification | hint: Rhode Island Public Radio audited financial statements public documents | AUTO_DISCOVERY_CANDIDATE score=13 | AUTO_DISCOVERY_REJECTED: non-station, directory, or article URL",0
